Matricule;Établissement;Nom;Prénom;Sexe;Date de naissance;Nationalité;Titre de séjour;Date d'entrée;Date de sortie;Type de contrat;Statut;Service;Emploi;Temps de travail;Salaire mensuel brut;Coefficient;Absence longue en cours;Mandat;Bénéficiaire obligation emploi;Observations
M050776;Agence Est;BORDIER;Ariane;F;16/10/1975;Sénégalaise;Carte de résident;28/04/1999;;CDI;Employé;Systèmes d’information;Gestionnaire back-office;Temps plein;2973,65;B;;;;
M050777;Agence Ouest;BOREL;Armelle;F;19/03/1992;Ivoirienne;Carte de séjour pluriannuelle;11/11/2017;;CDI;Employé;Juridique;Gestionnaire des moyens de paiement;Temps plein;2546,66;C;;;;
M050778;Centre de services clients;BORNE;Aurélia;F;22/08/1964;Comorienne;Carte de séjour pluriannuelle;22/06/1990;;CDI;Employé;Contrôle interne;Chargé(e) de recouvrement amiable;Temps plein;3294,64;D;;;;
M050779;Siège;BOSCHER;Kévin;H;25/01/1981;Malienne;Carte de résident;05/01/2008;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;5762,42;H;;;;
M050780;Agence Nord;BOSSE;Laurent;H;28/06/1998;Turque;Carte de séjour pluriannuelle;16/08/2024;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;4962,38;I;;;;
M050781;Agence Sud;BOTTE;Lionel;H;03/11/1970;Polonaise;;27/03/1999;;CDI;Agent de maîtrise;Réseau;Superviseur(e) back-office;Temps plein;4506,83;F;;;;
M050782;Agence Est;BOUCARD;Loïc;H;06/04/1987;Camerounaise;Carte de résident;10/10/2017;;CDI;Technicien;Back-office;Gestionnaire de patrimoine junior;Temps plein;3636,83;F;;;;
M050783;Agence Ouest;BOUCHE;Louis;H;09/09/2004;Congolaise (RDC);Carte de séjour pluriannuelle;21/05/2024;;CDI;Employé;Crédit;Conseiller(ère) clientèle particuliers;Temps plein;2720,34;A;;;;
M050784;Centre de services clients;BOUDIN;Luc;H;12/02/1976;Haïtienne;Carte de séjour pluriannuelle;04/12/2008;;CDI;Employé;Conformité;Conseiller(ère) clientèle professionnels;Temps plein;3198,06;B;;;;
M050785;Siège;BOUE;Lucas;H;15/07/1993;Française;;15/07/2024;;CDI;Employé;Ressources humaines;Gestionnaire back-office;70 %;2806,34;C;;;;
M050786;Agence Nord;BOUFFARD;Catherine;F;18/12/1965;Française;;26/02/1986;;CDI;Employé;Systèmes d’information;Gestionnaire des moyens de paiement;Temps plein;3263,08;D;;;;
M050787;Agence Sud;BOUGARD;Cécile;F;21/05/1982;Française;;09/09/2004;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;5605,16;H;;;;
M050788;Agence Est;BOUILLET;Céleste;F;24/10/1999;Française;;20/04/2022;;CDI;Agent de maîtrise;Contrôle interne;Animateur(rice) commercial(e);Temps plein;3332,13;G;;;;
M050789;Agence Ouest;BOULAND;Chloé;F;27/03/1971;Française;;03/11/1995;;CDI;Technicien;Marketing;Contrôleur(se) de premier niveau;Temps plein;4059,18;E;;;;
M050790;Centre de services clients;BOULET;Christelle;F;02/08/1988;Française;;14/06/2013;;CDI;Ouvrier;Finance;Agent d’entretien;Temps plein;2422,55;B;;;;
M050791;Siège;BOUQUET;Claire;F;05/01/1960;Française;;25/01/1986;;CDI;Employé;Réseau;Chargé(e) d’accueil;Temps plein;3478,08;A;;;;
M050792;Agence Nord;BOURDIER;Clarisse;F;08/06/1977;Française;;08/08/2004;;CDI;Employé;Back-office;Conseiller(ère) clientèle particuliers;Temps plein;3051,10;B;;;;
M050793;Agence Sud;BOURGES;Coline;F;11/11/1994;Française;;19/03/2022;;CDI;Employé;Crédit;Conseiller(ère) clientèle professionnels;Temps plein;2624,11;C;;;;
M050794;Agence Est;BOURGOIN;Nicolas;H;14/04/1966;Française;;02/10/1995;;CDI;Employé;Conformité;Gestionnaire back-office;Temps plein;3501,27;D;;;;
M050795;Agence Ouest;BOURNE;Noé;H;17/09/1983;Française;;13/05/2013;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;5706,97;H;;;;
M050796;Centre de services clients;BOUSQUET;Olivier;H;20/02/2000;Française;;24/12/2024;;CDI;Agent de maîtrise;Systèmes d’information;Animateur(rice) commercial(e);Temps plein;3739,58;G;;;;
M050797;Siège;BOUTIN;Pascal;H;23/07/1972;Française;;07/07/2004;;CDI;Technicien;Juridique;Contrôleur(se) de premier niveau;Temps plein;3775,14;E;;;;
M050798;Agence Nord;BOUVIER;Patrice;H;26/12/1989;Française;;18/02/2022;;CDI;Employé;Contrôle interne;Opérateur(rice) de saisie;Temps plein;2459,68;D;;;;
M050799;Agence Sud;BOYE;Patrick;H;01/05/1961;Française;;01/09/1986;;CDI;Employé;Marketing;Chargé(e) de clientèle à distance;Temps plein;3480,80;A;;;;
M050800;Agence Est;BOYER;Émeline;F;04/10/1978;Française;;12/04/2000;;CDI;Employé;Finance;Chargé(e) d’accueil;Temps plein;3019,54;B;;;;
M050801;Agence Ouest;BRAULT;Émilie;F;07/03/1995;Française;;23/11/2018;;CDI;Employé;Réseau;Conseiller(ère) clientèle particuliers;Temps plein;2592,55;C;;;;
M050802;Centre de services clients;BREHIER;Emma;F;10/08/1967;Française;;06/06/1991;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;6428,42;K;;;;
M050803;Siège;BREMOND;Estelle;F;13/01/1984;Française;;17/01/2009;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;5559,99;H;;;Oui;
M050804;Agence Nord;BRESSON;Fabienne;F;16/06/2001;Française;;28/08/2024;;CDI;Agent de maîtrise;Conformité;Animateur(rice) commercial(e);Temps plein;3468,46;G;;;;
M050805;Agence Sud;BRETON;Fanny;F;19/11/1973;Française;;11/03/2000;;CDI;Technicien;Ressources humaines;Contrôleur(se) de premier niveau;Temps plein;4099,63;E;;;;
M050806;Agence Est;BREUIL;Flora;F;22/04/1990;Française;;22/10/2018;;CDI;Employé;Systèmes d’information;Assistant(e) commercial(e);Temps plein;2807,55;D;;;;
M050807;Agence Ouest;BRIAND;Florence;F;25/09/1962;Française;;05/05/1991;;CDI;Employé;Juridique;Opérateur(rice) de saisie;Temps plein;3555,53;A;;;;
M050808;Centre de services clients;BRICOUT;René;H;28/02/1979;Française;;16/12/2009;;CDI;Employé;Contrôle interne;Chargé(e) de clientèle à distance;Temps plein;2762,89;B;;;;
M050809;Siège;BRIERE;Richard;H;03/07/1996;Portugaise;;27/07/2024;;CDI;Employé;Marketing;Chargé(e) d’accueil;Temps plein;2398,34;C;;;;
M050810;Agence Nord;BRIGNON;Robert;H;06/12/1968;Espagnole;;10/02/2000;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;6076,94;K;;;;
M050811;Agence Sud;BRILLAND;Rodolphe;H;09/05/1985;Italienne;;21/09/2018;05/01/2019;CDD accroissement;Agent de maîtrise;Réseau;Responsable d’unité;Temps plein;3648,32;F;;;;
M050812;Agence Est;BRIOT;Romain;H;12/10/2002;Marocaine;Carte de résident;04/04/2023;;CDI;Technicien;Back-office;Chargé(e) d’études;Temps plein;3277,61;F;;;;
M050813;Agence Ouest;BRISSET;Roland;H;15/03/1974;Algérienne;Carte de séjour pluriannuelle;15/11/1996;;CDI;Technicien;Crédit;Contrôleur(se) de premier niveau;Temps plein;4262,10;E;;;;
M050814;Centre de services clients;BROCARD;Ingrid;F;18/08/1991;Tunisienne;Carte de séjour pluriannuelle;26/06/2014;;CDI;Employé;Conformité;Chargé(e) de recouvrement amiable;Temps plein;2775,99;D;;;;
M050815;Siège;BROCHET;Irène;F;21/01/1963;Roumaine;;09/01/1987;;CDI;Employé;Ressources humaines;Assistant(e) commercial(e);Temps plein;3523,97;A;;;;
M050816;Agence Nord;BRODIN;Isabelle;F;24/06/1980;Allemande;;20/08/2005;;CDI;Employé;Systèmes d’information;Opérateur(rice) de saisie;Temps plein;3096,99;B;;;;
M050817;Agence Sud;BROSSARD;Jeanne;F;27/11/1997;Belge;;03/03/2023;;CDI;Employé;Juridique;Chargé(e) de clientèle à distance;Temps plein;2670,00;C;;;;
M050818;Agence Est;BROUARD;Joëlle;F;02/04/1969;Sénégalaise;Carte de résident;14/10/1996;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;6383,24;K;;;;
M050819;Agence Ouest;BRUEL;Josiane;F;05/09/1986;Ivoirienne;Carte de séjour pluriannuelle;25/05/2014;;CDI;Agent de maîtrise;Marketing;Responsable d’unité;60 %;3511,82;F;;;;
M050820;Centre de services clients;BRUNEL;Judith;F;08/02/2003;Comorienne;Carte de séjour pluriannuelle;08/12/2024;;CDI;Technicien;Finance;Chargé(e) d’études;Temps plein;2980,39;F;;;;
M050821;Siège;BRUNET;Julie;F;11/07/1975;Malienne;Carte de résident;19/07/2005;;CDI;Employé;Réseau;Gestionnaire back-office;Temps plein;2831,99;C;;;;
M050822;Agence Nord;BUFFET;Thierry;H;14/12/1992;Turque;Carte de séjour pluriannuelle;02/02/2023;;CDI;Employé;Back-office;Gestionnaire des moyens de paiement;Temps plein;2504,51;D;;;;
M050823;Agence Sud;BUGEAT;Thomas;H;17/05/1964;Polonaise;;13/09/1996;;CDI;Employé;Crédit;Chargé(e) de recouvrement amiable;Temps plein;3281,10;A;;;;
M050824;Agence Est;BUISSON;Timothée;H;20/10/1981;Camerounaise;Carte de résident;24/04/2014;;CDI;Employé;Conformité;Assistant(e) commercial(e);Temps plein;2835,04;B;;;;
M050825;Agence Ouest;BURDIN;Tristan;H;23/03/1998;Congolaise (RDC);Carte de séjour pluriannuelle;07/11/2019;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;5240,83;J;;;;
M050826;Centre de services clients;BUREAU;Valentin;H;26/08/1970;Haïtienne;Carte de séjour pluriannuelle;18/06/1992;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;6706,46;K;;;;
M050827;Siège;BUSSON;Victor;H;01/01/1987;Française;;01/01/2010;;CDI;Agent de maîtrise;Juridique;Responsable d’unité;Temps plein;4154,64;F;;;;
M050828;Agence Nord;CABANEL;Vincent;H;04/06/2004;Française;;12/08/2024;;CDI;Technicien;Contrôle interne;Chargé(e) d’études;Temps plein;3450,74;F;;;;
M050829;Agence Sud;CABROL;Madeleine;F;07/11/1976;Française;;23/03/2001;;CDI;Employé;Marketing;Conseiller(ère) clientèle professionnels;Temps plein;3280,43;C;;;;
M050830;Agence Est;CADET;Maëlys;F;10/04/1993;Française;;06/10/2019;;CDI;Employé;Finance;Gestionnaire back-office;Temps plein;2853,44;D;;;;
M050831;Agence Ouest;CAILLARD;Manon;F;13/09/1965;Française;;17/05/1992;;CDI;Employé;Réseau;Gestionnaire des moyens de paiement;Temps plein;3121,42;A;;;;
M050832;Centre de services clients;CALAIS;Margot;F;16/02/1982;Française;;28/12/2010;;CDI;Employé;Back-office;Chargé(e) de recouvrement amiable;Temps plein;2694,44;B;;;;
M050833;Siège;CALMET;Marianne;F;19/07/1999;Française;;11/07/2024;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;4650,46;J;;;;
M050834;Agence Nord;CAMBON;Marion;F;22/12/1971;Française;;22/02/2001;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;5858,07;K;;;;
M050835;Agence Sud;CAMPAGNE;Marlène;F;25/05/1988;Française;;05/09/2019;;CDI;Agent de maîtrise;Ressources humaines;Responsable d’unité;Temps plein;3540,64;F;;;;
M050836;Agence Est;CANET;Marthe;F;28/10/1960;Française;;16/04/1992;;CDI;Technicien;Systèmes d’information;Chargé(e) d’études;80 %;4260,71;F;;;;
M050837;Agence Ouest;CANTAT;Alexis;H;03/03/1977;Française;;27/11/2010;;CDI;Employé;Juridique;Conseiller(ère) clientèle particuliers;Temps plein;3022,72;C;;;;
M050838;Centre de services clients;CAPELLE;Alphonse;H;06/08/1994;Française;;10/06/2015;;CDI;Employé;Contrôle interne;Conseiller(ère) clientèle professionnels;Temps plein;2929,87;D;;;;
M050839;Siège;CARDINAL;Amaury;H;09/01/1966;Française;;21/01/1988;;CDI;Employé;Marketing;Gestionnaire back-office;Temps plein;3706,46;A;;;;
M050840;Agence Nord;CARLIER;André;H;12/06/1983;Française;;04/08/2006;;CDI;Employé;Finance;Gestionnaire des moyens de paiement;Temps plein;3260,40;B;;;;
M050841;Agence Sud;CARON;Anthony;H;15/11/2000;Française;;15/03/2024;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;5185,38;J;;;;
M050842;Agence Est;CARRE;Antoine;H;18/04/1972;Française;;26/10/1997;;CDI;Agent de maîtrise;Back-office;Adjoint(e) au directeur d’agence;Temps plein;4324,41;G;;;;
M050843;Agence Ouest;CARRIER;Monique;F;21/09/1989;Française;;09/05/2015;;CDI;Technicien;Crédit;Technicien(ne) des métiers de la banque;Temps plein;3310,98;E;;;;
M050844;Centre de services clients;CARTIER;Muriel;F;24/02/1961;Française;;20/12/1988;;CDI;Ouvrier;Conformité;Agent de sécurité;Temps plein;2923,31;B;;;;
M050845;Siège;CASSAN;Nadège;F;27/07/1978;Française;;03/07/2006;;CDI;Employé;Ressources humaines;Chargé(e) d’accueil;Temps plein;2877,88;C;;;;
M050846;Agence Nord;CASTAING;Nathalie;F;02/12/1995;Française;;14/02/2024;;CDI;Employé;Systèmes d’information;Conseiller(ère) clientèle particuliers;Temps plein;2450,89;D;;;;
M050847;Agence Sud;CATALA;Nicole;F;05/05/1967;Française;;25/09/1997;;CDI;Employé;Juridique;Conseiller(ère) clientèle professionnels;Temps plein;3198,87;A;;;;
M050848;Agence Est;CATHALA;Noémie;F;08/10/1984;Française;;08/04/2015;22/04/2016;CDD accroissement;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;5271,18;I;;;;
M050849;Agence Ouest;CAUDRON;Océane;F;11/03/2001;Française;;19/11/2024;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;4858,46;J;;;;
M050850;Centre de services clients;CAUSSE;Odile;F;14/08/1973;Française;;02/06/2006;;CDI;Agent de maîtrise;Finance;Adjoint(e) au directeur d’agence;Temps plein;4171,50;G;;;;
M050851;Siège;CAVALIER;Bertrand;H;17/01/1990;Portugaise;;13/01/2011;;CDI;Technicien;Réseau;Technicien(ne) des métiers de la banque;Temps plein;3933,05;E;;;;
M050852;Agence Nord;CAZALS;Boris;H;20/06/1962;Espagnole;;24/08/1986;;CDI;Employé;Back-office;Opérateur(rice) de saisie;Temps plein;3839,80;B;;;;
M050853;Agence Sud;CELESTIN;Bruno;H;23/11/1979;Italienne;;07/03/2002;;CDI;Employé;Crédit;Chargé(e) de clientèle à distance;90 %;2968,08;C;;;;
M050854;Agence Est;CERF;Cédric;H;26/04/1996;Marocaine;Carte de résident;18/10/2020;;CDI;Employé;Conformité;Chargé(e) d’accueil;Temps plein;2522,02;D;;;;
M050855;Agence Ouest;CHABAUD;Charles;H;01/09/1968;Algérienne;Carte de séjour pluriannuelle;01/05/1993;;CDI;Employé;Ressources humaines;Conseiller(ère) clientèle particuliers;Temps plein;3298,61;A;;;;
M050856;Centre de services clients;CHABRE;Christian;H;04/02/1985;Tunisienne;Carte de séjour pluriannuelle;12/12/2011;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;5555,35;I;;;;
M050857;Siège;CHAILLOU;Priscille;F;07/07/2002;Roumaine;;23/07/2024;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;4722,46;J;;;;
M050858;Agence Nord;CHALAMET;Rachel;F;10/12/1974;Allemande;;06/02/2002;;CDI;Agent de maîtrise;Contrôle interne;Adjoint(e) au directeur d’agence;Temps plein;4178,85;G;;;;
M050859;Agence Sud;CHALIER;Raphaëlle;F;13/05/1991;Belge;;17/09/2020;;CDI;Technicien;Marketing;Technicien(ne) des métiers de la banque;Temps plein;3351,43;E;;;;
M050860;Agence Est;CHAMARD;Régine;F;16/10/1963;Sénégalaise;Carte de résident;28/04/1993;;CDI;Employé;Finance;Assistant(e) commercial(e);Temps plein;3382,31;B;;;;
M050861;Agence Ouest;CHAMBAUD;Rose;F;19/03/1980;Ivoirienne;Carte de séjour pluriannuelle;11/11/2011;;CDI;Employé;Réseau;Opérateur(rice) de saisie;Temps plein;2955,33;C;;;;
M050862;Centre de services clients;CHAMPION;Roxane;F;22/08/1997;Comorienne;Carte de séjour pluriannuelle;22/06/2024;;CDI;Employé;Back-office;Chargé(e) de clientèle à distance;Temps plein;2658,89;D;;;;
M050863;Siège;CHANAL;Sabine;F;25/01/1969;Malienne;Carte de résident;05/01/2002;;CDI;Employé;Crédit;Chargé(e) d’accueil;Temps plein;3276,32;A;;;;
M050864;Agence Nord;CHANEL;Salomé;F;28/06/1986;Turque;Carte de séjour pluriannuelle;16/08/2007;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;5404,26;I;;;Oui;
M050865;Agence Sud;CHAPON;Denis;H;03/11/2003;Polonaise;;27/03/2024;;CDI;Agent de maîtrise;Ressources humaines;Superviseur(e) back-office;Temps plein;3346,58;F;;;;
M050866;Agence Est;CHARDIN;Didier;H;06/04/1975;Camerounaise;Carte de résident;10/10/1998;;CDI;Technicien;Systèmes d’information;Gestionnaire de patrimoine junior;Temps plein;4071,36;F;;;;
M050867;Agence Ouest;CHARLES;Dimitri;H;09/09/1992;Congolaise (RDC);Carte de séjour pluriannuelle;21/05/2016;;CDI;Ouvrier;Juridique;Agent de maintenance;Temps plein;2398,90;A;;;;
M050868;Centre de services clients;CHARPY;Dominique;H;12/02/1964;Haïtienne;Carte de séjour pluriannuelle;04/12/1989;;CDI;Employé;Contrôle interne;Chargé(e) de recouvrement amiable;Temps plein;3486,29;B;;;;
M050869;Siège;CHARTIER;Édouard;H;15/07/1981;Française;;15/07/2007;;CDI;Employé;Marketing;Assistant(e) commercial(e);Temps plein;3040,23;C;;;;
M050870;Agence Nord;CHASLES;Émile;H;18/12/1998;Française;;26/02/2024;;CDI;Employé;Finance;Opérateur(rice) de saisie;70 %;2621,34;D;;;;
M050871;Agence Sud;CHATEAU;Stéphanie;F;21/05/1970;Française;;09/09/1998;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;6160,97;H;;;;
M050872;Agence Est;CHAUDET;Suzanne;F;24/10/1987;Française;;20/04/2016;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;5292,54;I;;;;
M050873;Agence Ouest;CHAUMONT;Sylvie;F;27/03/2004;Française;;03/11/2024;;CDI;Agent de maîtrise;Crédit;Superviseur(e) back-office;Temps plein;3555,46;F;;;;
M050874;Centre de services clients;CHAUSSE;Thérèse;F;02/08/1976;Française;;14/06/2007;;CDI;Technicien;Conformité;Gestionnaire de patrimoine junior;Temps plein;3952,06;F;;;;
M050875;Siège;CHAUVET;Tiphaine;F;05/01/1993;Française;;25/01/2024;;CDI;Employé;Ressources humaines;Gestionnaire back-office;Temps plein;2257,89;A;;;;
M050876;Agence Nord;CHAVANEL;Valérie;F;08/06/1965;Française;;08/08/1998;;CDI;Employé;Systèmes d’information;Gestionnaire des moyens de paiement;Temps plein;2979,76;B;;;;
M050877;Agence Sud;CHAZAL;Vanessa;F;11/11/1982;Française;;19/03/2003;;CDI;Employé;Juridique;Chargé(e) de recouvrement amiable;Temps plein;2892,21;C;;;;
M050878;Agence Est;CHENU;Véronique;F;14/04/1999;Française;;02/10/2021;;CDI;Employé;Contrôle interne;Assistant(e) commercial(e);Temps plein;2465,22;D;;;;
M050879;Agence Ouest;CHERON;Florent;H;17/09/1971;Française;;13/05/1994;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;6480,08;H;;;;
M050880;Centre de services clients;CHEVALIER;Florian;H;20/02/1988;Française;;24/12/2012;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;5574,66;I;;;;
M050881;Siège;CHEVREAU;François;H;23/07/1960;Française;;07/07/1986;;CDI;Agent de maîtrise;Réseau;Superviseur(e) back-office;Temps plein;4971,60;F;;;;
M050882;Agence Nord;CHIRON;Frédéric;H;26/12/1977;Française;;18/02/2003;;CDI;Technicien;Back-office;Gestionnaire de patrimoine junior;Temps plein;4105,01;F;;;;
M050883;Agence Sud;CHOISY;Gabriel;H;01/05/1994;Française;;01/09/2021;;CDI;Employé;Crédit;Conseiller(ère) clientèle professionnels;Temps plein;2781,85;A;;;;
M050884;Agence Est;CHOLET;Gaël;H;04/10/1966;Française;;12/04/1994;;CDI;Employé;Conformité;Gestionnaire back-office;Temps plein;3558,44;B;;;;
M050885;Agence Ouest;CHOPIN;Gaspard;H;07/03/1983;Française;;23/11/2012;11/07/2013;CDD accroissement;Employé;Ressources humaines;Gestionnaire des moyens de paiement;Temps plein;3112,38;C;;;;
M050886;Centre de services clients;CHOUET;Alizée;F;10/08/2000;Française;;06/06/2024;;CDI;Employé;Systèmes d’information;Chargé(e) de recouvrement amiable;Temps plein;2250,89;D;;;;
M050887;Siège;CHRETIEN;Amandine;F;13/01/1972;Française;;17/01/2003;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;5635,80;H;;;;
M050888;Agence Nord;CLAIR;Andréa;F;16/06/1989;Française;;28/08/2021;;CDI;Agent de maîtrise;Contrôle interne;Animateur(rice) commercial(e);Temps plein;3347,97;G;;;;
M050889;Agence Sud;CLAUDEL;Anne-Sophie;F;19/11/1961;Française;;11/03/1994;;CDI;Technicien;Marketing;Contrôleur(se) de premier niveau;Temps plein;4072,69;E;;;;
M050890;Agence Est;CLAVIER;Annick;F;22/04/1978;Française;;22/10/1999;;CDI;Ouvrier;Finance;Agent d’entretien;Temps plein;2726,65;B;;;;
M050891;Agence Ouest;CLEMENCE;Apolline;F;25/09/1995;Française;;05/05/2017;;CDI;Employé;Réseau;Conseiller(ère) clientèle particuliers;Temps plein;2648,66;A;;;;
M050892;Centre de services clients;CLERGET;Ariane;F;28/02/1967;Française;;16/12/1990;;CDI;Employé;Back-office;Conseiller(ère) clientèle professionnels;Temps plein;3396,64;B;;;;
M050893;Siège;CLOAREC;Armelle;F;03/07/1984;Portugaise;;27/07/2008;;CDI;Employé;Crédit;Gestionnaire back-office;Temps plein;2969,66;C;;;;
M050894;Agence Nord;COCHET;Hervé;H;06/12/2001;Espagnole;;10/02/2024;;CDI;Employé;Conformité;Gestionnaire des moyens de paiement;Temps plein;2693,34;D;;;;
M050895;Agence Sud;COFFIN;Hubert;H;09/05/1973;Italienne;;21/09/1999;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;6424,63;H;;;;
M050896;Agence Est;COGNET;Hugo;H;12/10/1990;Marocaine;Carte de résident;04/04/2017;;CDI;Agent de maîtrise;Systèmes d’information;Animateur(rice) commercial(e);Temps plein;3980,61;G;;;;
M050897;Agence Ouest;COLAS;Jacques;H;15/03/1962;Algérienne;Carte de séjour pluriannuelle;15/11/1990;;CDI;Technicien;Juridique;Contrôleur(se) de premier niveau;Temps plein;4723,32;E;;;;
M050898;Centre de services clients;COLIN;Jean;H;18/08/1979;Tunisienne;Carte de séjour pluriannuelle;26/06/2008;;CDI;Employé;Contrôle interne;Chargé(e) de clientèle à distance;Temps plein;2820,06;D;;;;
M050899;Siège;COLLARD;Jérémie;H;21/01/1996;Roumaine;;09/01/2024;;CDI;Employé;Marketing;Chargé(e) d’accueil;Temps plein;2428,34;A;;;;
M050900;Agence Nord;COLLIN;Caroline;F;24/06/1968;Allemande;;20/08/1999;;CDI;Employé;Finance;Conseiller(ère) clientèle particuliers;Temps plein;3025,65;B;;;;
M050901;Agence Sud;COMBES;Cassandre;F;27/11/1985;Belge;;03/03/2017;;CDI;Employé;Réseau;Conseiller(ère) clientèle professionnels;Temps plein;2598,66;C;;;;
M050902;Agence Est;COMTE;Catherine;F;02/04/2002;Sénégalaise;Carte de résident;14/10/2024;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;4737,46;K;;;;
M050903;Agence Ouest;CONDAMIN;Cécile;F;05/09/1974;Ivoirienne;Carte de séjour pluriannuelle;25/05/1995;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;6248,88;H;;;;
M050904;Centre de services clients;CONTE;Céleste;F;08/02/1991;Comorienne;Carte de séjour pluriannuelle;08/12/2013;;CDI;Agent de maîtrise;Conformité;Animateur(rice) commercial(e);60 %;3842,65;G;;;;
M050905;Siège;COPPIN;Chloé;F;11/07/1963;Malienne;Carte de résident;19/07/1986;;CDI;Technicien;Ressources humaines;Contrôleur(se) de premier niveau;Temps plein;4548,77;E;;;;
M050906;Agence Nord;CORBEAU;Christelle;F;14/12/1980;Turque;Carte de séjour pluriannuelle;02/02/2004;;CDI;Employé;Systèmes d’information;Opérateur(rice) de saisie;Temps plein;3153,10;D;;;;
M050907;Agence Sud;CORDIER;Claire;F;17/05/1997;Polonaise;;13/09/2022;;CDI;Employé;Juridique;Chargé(e) de clientèle à distance;Temps plein;2726,11;A;;;;
M050908;Agence Est;CORMIER;Lionel;H;20/10/1969;Camerounaise;Carte de résident;24/04/1995;;CDI;Employé;Contrôle interne;Chargé(e) d’accueil;Temps plein;3603,27;B;;;;
M050909;Agence Ouest;CORNET;Loïc;H;23/03/1986;Congolaise (RDC);Carte de séjour pluriannuelle;07/11/2013;;CDI;Employé;Marketing;Conseiller(ère) clientèle particuliers;Temps plein;2677,21;C;;;;
M050910;Centre de services clients;CORNIC;Louis;H;26/08/2003;Haïtienne;Carte de séjour pluriannuelle;18/06/2024;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;4792,38;K;;;;
M050911;Siège;CORREIA;Luc;H;01/01/1975;Française;;01/01/2004;;CDI;Agent de maîtrise;Réseau;Responsable d’unité;Temps plein;4150,38;F;;;;
M050912;Agence Nord;COSSON;Lucas;H;04/06/1992;Française;;12/08/2022;;CDI;Technicien;Back-office;Chargé(e) d’études;Temps plein;3292,48;F;;;;
M050913;Agence Sud;COSTE;Ludovic;H;07/11/1964;Française;;23/03/1995;;CDI;Technicien;Crédit;Contrôleur(se) de premier niveau;Temps plein;4276,97;E;;;;
M050914;Agence Est;COTTIN;Éliane;F;10/04/1981;Française;;06/10/2013;;CDI;Employé;Conformité;Assistant(e) commercial(e);Temps plein;2782,10;D;;;;
M050915;Agence Ouest;COUDERT;Élodie;F;13/09/1998;Française;;17/05/2024;;CDI;Employé;Ressources humaines;Opérateur(rice) de saisie;Temps plein;2537,89;A;;;;
M050916;Centre de services clients;COUET;Émeline;F;16/02/1970;Française;;28/12/1991;;CDI;Employé;Systèmes d’information;Chargé(e) de clientèle à distance;Temps plein;3442,53;B;;;;
M050917;Siège;COUILLARD;Émilie;F;19/07/1987;Française;;11/07/2009;;CDI;Employé;Juridique;Chargé(e) d’accueil;Temps plein;3015,55;C;;;;
M050918;Agence Nord;COULIBALY;Emma;F;22/12/2004;Française;;22/02/2024;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;4945,46;K;;;;
M050919;Agence Sud;COURBET;Estelle;F;25/05/1976;Française;;05/09/2000;;CDI;Agent de maîtrise;Marketing;Responsable d’unité;Temps plein;4473,52;F;;;;
M050920;Agence Est;COURTIN;Fabienne;F;28/10/1993;Française;;16/04/2018;;CDI;Technicien;Finance;Chargé(e) d’études;Temps plein;3161,45;F;;;;
M050921;Agence Ouest;COUSIN;Fanny;F;03/03/1965;Française;;27/11/1991;;CDI;Employé;Réseau;Gestionnaire des moyens de paiement;80 %;3177,53;C;;;;
M050922;Centre de services clients;COUTANT;Noé;H;06/08/1982;Française;;10/06/2009;28/10/2010;CDD accroissement;Employé;Back-office;Chargé(e) de recouvrement amiable;Temps plein;2864,89;D;;;;
M050923;Siège;COUTURIER;Olivier;H;09/01/1999;Française;;21/01/2024;;CDI;Employé;Crédit;Assistant(e) commercial(e);Temps plein;2500,34;A;;;;
